Inventory_ID,Date,Business_Type,Food_Category,Purchase_Quantity,Units_Sold,Remaining_Stock,Shelf_Life_Days,Storage_Temperature,Daily_Demand,Promotion,Weather,Waste_Quantity,Waste_Reason,Donation_Made,Waste_Level
INV001208,2025-02-23,Supermarket,Meat,181,181,0,6.0,-1.0,203.0,Yes,Sunny,0,No Waste,No,High
INV001209,2025-02-23,Restaurant,Fruits,70,70,0,7.0,9.9,114.0,Yes,Sunny,0,No Waste,No,Low
INV001210,2025-02-23,Restaurant,Dairy,68,53,15,8.0,6.6,53.0,No,Rainy,1,Low Demand,No,Low
INV001211,2025-02-23,Cafeteria,Prepared Food,69,64,5,1.0,22.7,64.0,No,Sunny,2,Expired,No,Medium
INV001212,2025-02-23,Cafeteria,Meat,76,38,38,7.0,-1.8,38.0,No,Rainy,8,Overproduction,Yes,High
INV001213,2025-02-23,Supermarket,Meat,189,159,30,4.0,-0.2,159.0,No,,6,Expired,No,Medium
INV001214,2025-02-23,Cafeteria,Dairy,58,48,10,6.0,2.9,48.0,No,Cloudy,2,Low Demand,No,Medium
INV001215,2025-02-23,Cloud Kitchen,Meat,107,107,0,2.0,2.0,129.0,Yes,Cloudy,0,No Waste,No,Low
INV001216,2025-02-23,Cloud Kitchen,Prepared Food,111,105,6,2.0,21.2,105.0,No,Sunny,1,Expired,No,Medium
INV001217,2025-02-23,Supermarket,Vegetables,156,156,0,5.0,11.2,163.0,No,Sunny,0,No Waste,No,Low
INV001218,2025-02-23,Cafeteria,Vegetables,70,44,26,6.0,8.4,44.0,No,,6,Low Demand,No,Medium
INV001219,2025-02-23,Supermarket,Vegetables,133,133,0,,7.8,159.0,No,Sunny,0,No Waste,No,Low
INV001220,2025-02-23,Supermarket,Prepared Food,117,117,0,2.0,23.0,192.0,No,Sunny,0,No Waste,No,Low
INV001221,2025-02-23,Supermarket,Bakery,259,137,122,3.0,22.5,137.0,No,Cloudy,36,Overproduction,Yes,High
INV001222,2025-02-23,Restaurant,Prepared Food,78,78,0,2.0,20.7,87.0,No,Sunny,0,No Waste,No,Low
INV001223,2025-02-23,Supermarket,Fruits,157,143,14,8.0,6.7,143.0,No,Cloudy,1,Low Demand,No,Low
INV001224,2025-02-23,Cloud Kitchen,Prepared Food,96,96,0,1.0,21.0,123.0,No,Sunny,0,No Waste,No,Medium
INV001225,2025-02-23,Restaurant,Fruits,80,80,0,7.0,14.2,90.0,Yes,Sunny,0,No Waste,No,Low
INV001226,2025-02-23,Supermarket,Prepared Food,188,91,97,1.0,,91.0,No,Rainy,43,Overproduction,Yes,High
INV001227,2025-02-23,Restaurant,Vegetables,82,44,38,4.0,7.1,44.0,No,Rainy,10,Overproduction,Yes,High
INV001228,2025-02-23,Restaurant,Prepared Food,85,85,0,1.0,20.1,95.0,No,Hot,0,No Waste,No,High
INV001229,2025-02-23,Cafeteria,Vegetables,70,41,29,4.0,3.8,41.0,No,Rainy,6,Low Demand,No,Medium
INV001230,2025-02-23,Restaurant,Fruits,84,51,33,9.0,6.6,51.0,No,Rainy,8,Overproduction,No,High
INV001231,2025-02-23,Cafeteria,Bakery,65,65,0,6.0,23.0,65.0,No,Sunny,0,No Waste,No,Low
INV001232,2025-02-23,Restaurant,Bakery,98,96,2,5.0,23.6,96.0,No,Cloudy,0,No Waste,No,Low
INV001233,2025-02-23,Cafeteria,Prepared Food,60,60,0,1.0,20.7,60.0,No,Sunny,0,No Waste,No,Low
INV001234,2025-02-23,Cloud Kitchen,Bakery,101,101,0,2.0,16.0,125.0,No,Cloudy,0,No Waste,No,Low
INV001235,2025-02-23,Restaurant,Vegetables,84,84,0,7.0,3.9,118.0,Yes,Sunny,0,No Waste,No,Low
INV001236,2025-02-24,Restaurant,Fruits,83,77,6,4.0,6.1,77.0,No,Sunny,1,Low Demand,No,Low
INV001237,2025-02-24,Supermarket,Vegetables,217,139,78,6.0,6.3,139.0,No,Cloudy,17,Overproduction,Yes,Medium
INV001238,2025-02-24,Restaurant,Vegetables,87,79,8,5.0,2.9,79.0,No,Sunny,1,Low Demand,No,Low
INV001239,2025-02-24,Restaurant,Bakery,98,59,39,5.0,21.2,59.0,No,Rainy,8,Overproduction,No,Medium
INV001240,2025-02-24,Cloud Kitchen,Bakery,111,72,39,3.0,21.9,,No,Rainy,10,Overproduction,No,High
INV001241,2025-02-24,Restaurant,Fruits,74,74,0,3.0,10.5,99.0,Yes,Sunny,0,No Waste,No,Low
INV001242,2025-02-24,Cloud Kitchen,Dairy,127,81,46,2.0,7.6,81.0,Yes,Rainy,16,Overproduction,Yes,High
INV001243,2025-02-24,Cloud Kitchen,Dairy,123,92,31,5.0,5.1,92.0,No,Cloudy,7,Overproduction,No,Medium
INV001244,2025-02-24,Restaurant,Vegetables,60,60,0,7.0,8.4,77.0,No,Cloudy,0,No Waste,No,Low
INV001245,2025-02-24,Restaurant,Dairy,90,84,6,8.0,6.7,84.0,No,Hot,1,Low Demand,No,Low
INV001246,2025-02-24,Restaurant,Fruits,100,57,43,7.0,8.1,57.0,No,Rainy,7,Overproduction,No,Medium
INV001247,2025-02-24,Cafeteria,Dairy,61,61,0,8.0,4.4,64.0,No,Cloudy,0,No Waste,No,Low
INV001248,2025-02-24,Cloud Kitchen,Vegetables,106,106,0,3.0,0.1,109.0,No,Sunny,0,No Waste,No,Low
INV001249,2025-02-24,Supermarket,Vegetables,143,122,21,9.0,7.9,122.0,No,Sunny,3,Storage Issue,No,High
INV001250,2025-02-24,Restaurant,Bakery,106,106,0,3.0,25.6,144.0,Yes,Sunny,0,No Waste,No,Low
INV001251,2025-02-24,Restaurant,Fruits,342,123,219,2.0,5.9,123.0,Yes,Hot,100,Overproduction,Yes,High
INV001252,2025-02-24,Cloud Kitchen,Vegetables,84,84,0,1.0,3.3,102.0,No,Sunny,0,No Waste,No,Low
INV001253,2025-02-24,Cafeteria,Fruits,61,43,18,5.0,,43.0,No,Rainy,5,Low Demand,No,High
INV001254,2025-02-24,Cafeteria,Prepared Food,81,57,24,2.0,16.3,57.0,No,Cloudy,5,Expired,No,Medium
INV001255,2025-02-24,Cloud Kitchen,Meat,87,87,0,4.0,-0.6,113.0,No,Hot,0,No Waste,No,Low
INV001256,2025-02-24,Restaurant,Fruits,138,131,7,4.0,12.5,131.0,Yes,Hot,1,Storage Issue,No,Low
INV001257,2025-02-24,Restaurant,Dairy,166,96,70,1.0,,96.0,No,Cloudy,28,Overproduction,No,High
INV001258,2025-02-24,Cloud Kitchen,Bakery,100,82,18,3.0,25.1,82.0,No,Cloudy,5,Expired,No,Medium
INV001259,2025-02-25,Supermarket,Prepared Food,150,150,0,2.0,21.9,176.0,No,Cloudy,0,No Waste,No,Low
INV001260,2025-02-25,Cloud Kitchen,Prepared Food,114,113,1,2.0,15.0,113.0,No,Sunny,0,No Waste,No,Low
INV001261,2025-02-25,Cafeteria,Dairy,78,49,29,7.0,3.1,49.0,Yes,Rainy,6,Overproduction,No,Medium
INV001262,2025-02-25,Cafeteria,Prepared Food,56,56,0,1.0,19.1,58.0,No,Cloudy,0,No Waste,No,Low
INV001263,2025-02-25,Cafeteria,Fruits,88,66,22,6.0,7.0,66.0,No,Hot,4,Overproduction,No,Medium
INV001264,2025-02-25,Restaurant,Meat,87,87,0,8.0,-0.0,104.0,No,Sunny,0,No Waste,No,Low
INV001265,2025-02-25,Supermarket,Fruits,178,178,0,4.0,14.3,218.0,Yes,Sunny,0,No Waste,No,Low
INV001266,2025-02-25,Restaurant,Bakery,92,81,11,,19.9,81.0,No,Sunny,2,Low Demand,,Medium
INV001267,2025-02-25,Cafeteria,Fruits,73,31,42,3.0,9.6,31.0,No,Rainy,14,Overproduction,,High
INV001268,2025-02-25,Supermarket,Prepared Food,179,98,81,1.0,18.9,98.0,No,Rainy,26,Overproduction,Yes,High
INV001269,2025-02-25,Cloud Kitchen,Vegetables,103,86,17,8.0,7.8,86.0,No,Cloudy,3,Low Demand,No,Medium
INV001270,2025-02-25,Restaurant,Fruits,113,113,0,4.0,12.0,143.0,Yes,Cloudy,0,No Waste,No,Low
INV001271,2025-02-25,Restaurant,Fruits,115,105,10,5.0,8.5,105.0,No,Sunny,2,Low Demand,No,Low
INV001272,2025-02-25,Cloud Kitchen,Dairy,154,105,49,11.0,7.5,105.0,Yes,Sunny,9,Storage Issue,No,Medium
INV001273,2025-02-25,Cloud Kitchen,Vegetables,141,120,21,9.0,4.9,120.0,Yes,Cloudy,2,Overproduction,No,Low
INV001274,2025-02-25,Restaurant,Fruits,135,118,17,6.0,2.8,,Yes,,1,Expired,No,Low
INV001275,2025-02-25,Supermarket,Meat,201,189,12,3.0,4.7,189.0,No,Hot,1,Storage Issue,No,Low
INV001276,2025-02-25,Restaurant,Fruits,92,74,18,5.0,9.0,74.0,No,Cloudy,3,Low Demand,No,Medium
INV001277,2025-02-25,Cafeteria,Prepared Food,69,63,6,1.0,19.1,63.0,No,Sunny,1,Expired,No,Medium
INV001278,2025-02-25,Cafeteria,Dairy,90,63,27,6.0,1.8,63.0,No,Sunny,2,Low Demand,No,Medium
INV001279,2025-02-26,Cafeteria,Vegetables,63,43,20,6.0,7.6,43.0,No,Rainy,3,Low Demand,No,Medium
INV001280,2025-02-26,Cloud Kitchen,Meat,84,68,16,3.0,5.2,68.0,No,Rainy,4,Low Demand,No,Medium
INV001281,2025-02-26,Cafeteria,Vegetables,61,50,11,5.0,2.9,50.0,No,Cloudy,2,Low Demand,No,Medium
INV001282,2025-02-26,Supermarket,Meat,153,89,64,2.0,6.0,89.0,No,Rainy,23,Overproduction,Yes,High
INV001283,2025-02-26,Restaurant,Bakery,75,58,17,3.0,25.5,58.0,No,Rainy,5,Low Demand,No,Medium
INV001284,2025-02-26,Restaurant,Meat,81,81,0,3.0,4.3,88.0,No,Sunny,0,No Waste,No,Low
INV001285,2025-02-26,Cloud Kitchen,Meat,106,106,0,4.0,3.7,111.0,No,Cloudy,0,No Waste,No,Low
INV001286,2025-02-26,Supermarket,Dairy,235,154,81,4.0,-0.9,154.0,Yes,Rainy,16,Overproduction,Yes,Medium
INV001287,2025-02-26,Supermarket,Prepared Food,115,115,0,1.0,19.3,137.0,No,Cloudy,0,No Waste,No,Low
INV001288,2025-02-26,Restaurant,Meat,83,83,0,5.0,1.7,100.0,No,Sunny,0,No Waste,No,Low
INV001289,2025-02-26,Supermarket,Fruits,241,149,92,5.0,8.8,149.0,No,Sunny,16,Overproduction,Yes,Medium
INV001290,2025-02-26,Restaurant,Prepared Food,81,61,20,1.0,18.6,61.0,No,Rainy,6,Expired,,Medium
INV001291,2025-02-26,Supermarket,Meat,128,123,5,1.0,1.3,123.0,No,Cloudy,2,Expired,No,Low
INV001292,2025-02-26,Cafeteria,Prepared Food,55,55,0,2.0,27.9,77.0,No,Sunny,0,No Waste,,Low
INV001293,2025-02-26,Restaurant,Vegetables,101,80,21,10.0,10.6,80.0,No,Hot,5,Storage Issue,No,Medium
INV001294,2025-02-26,Supermarket,Fruits,153,153,0,6.0,4.2,250.0,Yes,Sunny,0,No Waste,No,Low
INV001295,2025-02-26,Supermarket,Dairy,190,190,0,6.0,3.2,211.0,Yes,Cloudy,0,No Waste,No,Low
INV001296,2025-02-26,Cafeteria,Dairy,59,47,12,11.0,1.6,47.0,No,Cloudy,1,Low Demand,No,Low
INV001297,2025-02-26,Restaurant,Vegetables,80,58,22,10.0,5.7,,No,Cloudy,2,Low Demand,No,Medium
INV001298,2025-02-26,Cafeteria,Prepared Food,79,58,21,1.0,18.1,58.0,No,Cloudy,7,Expired,No,High
INV001299,2025-02-26,Cloud Kitchen,Fruits,109,109,0,6.0,3.0,119.0,No,Hot,0,No Waste,No,Low
INV001300,2025-02-26,Supermarket,Bakery,127,127,0,3.0,24.7,167.0,No,Sunny,0,No Waste,No,Low
INV001301,2025-02-26,Restaurant,Fruits,76,76,0,7.0,,84.0,No,Sunny,0,No Waste,No,Low
INV001302,2025-02-26,Restaurant,Prepared Food,97,94,3,2.0,18.0,94.0,No,Sunny,0,No Waste,No,Low
INV001303,2025-02-26,Restaurant,Meat,95,94,1,5.0,7.4,94.0,No,Sunny,0,No Waste,No,Low
INV001304,2025-02-26,Cloud Kitchen,Fruits,80,80,0,7.0,10.6,,No,Sunny,0,No Waste,No,Low
INV001305,2025-02-27,Restaurant,Prepared Food,85,68,17,1.0,21.0,68.0,No,Hot,6,Expired,No,Medium
INV001306,2025-02-27,Cloud Kitchen,Prepared Food,79,79,0,2.0,18.3,118.0,No,Sunny,0,No Waste,No,Low
INV001307,2025-02-27,Restaurant,Dairy,84,84,0,7.0,1.1,87.0,No,Hot,0,No Waste,No,Low
INV001308,2025-02-27,Supermarket,Fruits,148,106,42,5.0,11.8,106.0,No,Rainy,10,Overproduction,No,Medium
INV001309,2025-02-27,Restaurant,Prepared Food,125,66,59,1.0,17.9,66.0,No,Sunny,23,Overproduction,No,High
INV001310,2025-02-27,Cafeteria,Vegetables,70,68,2,9.0,4.1,68.0,No,Hot,0,No Waste,No,Low
INV001311,2025-02-27,Restaurant,Dairy,96,59,37,10.0,2.0,59.0,Yes,Rainy,4,Overproduction,No,Medium
INV001312,2025-02-27,Cafeteria,Vegetables,79,61,18,8.0,3.1,61.0,No,Sunny,3,Low Demand,No,Medium
INV001313,2025-02-27,Cloud Kitchen,Bakery,163,115,48,3.0,22.5,115.0,Yes,Hot,13,Overproduction,No,Medium
INV001314,2025-02-27,Supermarket,Meat,210,121,89,6.0,2.1,121.0,No,Rainy,21,Overproduction,Yes,High
INV001315,2025-02-27,Restaurant,Prepared Food,91,91,0,1.0,17.5,98.0,No,Sunny,0,No Waste,No,Low
INV001316,2025-02-27,Restaurant,Dairy,119,119,0,14.0,4.1,123.0,Yes,Sunny,0,No Waste,No,Low
INV001317,2025-02-27,Cafeteria,Fruits,49,49,0,,1.9,57.0,No,Sunny,0,No Waste,No,Low
INV001318,2025-02-27,Restaurant,Vegetables,73,73,0,3.0,,120.0,Yes,Sunny,0,No Waste,No,Low
INV001319,2025-02-27,Cloud Kitchen,Prepared Food,113,75,38,1.0,31.3,75.0,No,Rainy,20,Storage Issue,Yes,High
INV001320,2025-02-27,Restaurant,Dairy,130,94,36,6.0,3.2,94.0,Yes,Sunny,6,Overproduction,No,Medium
INV001321,2025-02-27,Cloud Kitchen,Meat,105,105,0,3.0,2.5,144.0,Yes,Hot,0,No Waste,No,Low
INV001322,2025-02-27,Supermarket,Fruits,217,217,0,5.0,4.5,218.0,No,Hot,0,No Waste,No,Low
INV001323,2025-02-27,Supermarket,Meat,166,133,33,1.0,,133.0,No,Cloudy,9,Expired,No,Medium
INV001324,2025-02-27,Restaurant,Vegetables,94,79,15,4.0,6.9,79.0,No,Hot,3,Low Demand,No,Medium
INV001325,2025-02-27,Cloud Kitchen,Prepared Food,113,90,23,2.0,27.7,90.0,No,,10,Storage Issue,No,High
INV001326,2025-02-27,Supermarket,Dairy,249,163,86,8.0,6.3,163.0,No,Hot,19,Overproduction,Yes,Medium
INV001327,2025-02-27,Supermarket,Bakery,136,136,0,5.0,23.2,198.0,No,Hot,0,No Waste,No,Low
INV001328,2025-02-27,Supermarket,Vegetables,172,122,50,3.0,6.4,122.0,No,Rainy,10,Expired,No,Medium
INV001329,2025-02-27,Cloud Kitchen,Vegetables,139,139,0,4.0,7.6,214.0,Yes,Hot,0,No Waste,No,Low
INV001330,2025-02-27,Supermarket,Fruits,171,171,0,5.0,12.9,194.0,Yes,Cloudy,0,No Waste,,Low
INV001331,2025-02-27,Restaurant,Meat,75,75,0,4.0,3.5,115.0,No,Sunny,0,No Waste,No,Low
INV001332,2025-02-28,Restaurant,Dairy,108,81,27,7.0,7.1,81.0,Yes,Cloudy,6,Overproduction,No,Medium
INV001333,2025-02-28,Supermarket,Fruits,175,168,7,3.0,9.7,168.0,No,Hot,1,Expired,No,Low
INV001334,2025-02-28,Cloud Kitchen,Fruits,80,80,0,3.0,3.4,101.0,No,Sunny,0,No Waste,No,Low
INV001335,2025-02-28,Cafeteria,Bakery,50,50,0,3.0,20.1,94.0,No,Sunny,0,No Waste,No,Low
INV001336,2025-02-28,Cloud Kitchen,Bakery,71,71,0,1.0,23.2,108.0,No,Sunny,0,No Waste,No,Low
INV001337,2025-02-28,Cafeteria,Fruits,61,61,0,4.0,3.3,61.0,No,Sunny,0,No Waste,No,Low
INV001338,2025-02-28,Cloud Kitchen,Fruits,75,75,0,6.0,10.0,83.0,No,Cloudy,0,No Waste,No,Low
INV001339,2025-02-28,Cafeteria,Fruits,62,43,19,7.0,10.2,43.0,No,Cloudy,2,Low Demand,No,Medium
INV001340,2025-02-28,Cloud Kitchen,Prepared Food,110,99,11,2.0,23.5,99.0,No,Hot,3,Expired,No,Medium
INV001341,2025-02-28,Cafeteria,Meat,58,39,19,5.0,4.5,39.0,No,Rainy,4,Low Demand,No,Medium
INV001342,2025-02-28,Cloud Kitchen,Fruits,85,85,0,3.0,13.1,97.0,No,Cloudy,0,No Waste,No,Low
INV001343,2025-02-28,Cafeteria,Vegetables,38,38,0,11.0,2.5,61.0,No,Sunny,0,No Waste,No,Low
INV001344,2025-02-28,Cloud Kitchen,Prepared Food,77,77,0,2.0,22.3,100.0,No,Cloudy,0,No Waste,No,Low
INV001345,2025-02-28,Cafeteria,Dairy,71,43,28,5.0,-2.8,43.0,No,Rainy,5,Overproduction,No,Medium
INV001346,2025-02-28,Cloud Kitchen,Fruits,109,102,7,7.0,8.2,,No,,1,Low Demand,No,Low
INV001347,2025-02-28,Cloud Kitchen,Vegetables,172,100,72,10.0,7.1,100.0,Yes,Sunny,17,Overproduction,Yes,Low
INV001348,2025-02-28,Restaurant,Vegetables,71,71,0,4.0,4.2,79.0,No,Sunny,0,No Waste,No,Low
INV001349,2025-02-28,Restaurant,Meat,122,96,26,8.0,1.1,96.0,Yes,Cloudy,3,Low Demand,No,Medium
INV001350,2025-02-28,Supermarket,Dairy,139,139,0,4.0,5.0,162.0,No,Hot,0,No Waste,No,Low
INV001351,2025-02-28,Supermarket,Fruits,177,111,66,9.0,7.3,111.0,No,Cloudy,12,Overproduction,Yes,Medium
INV001352,2025-02-28,Cloud Kitchen,Dairy,106,105,1,13.0,-1.0,105.0,No,Sunny,0,No Waste,No,Low
INV001353,2025-02-28,Restaurant,Dairy,85,58,27,4.0,3.4,58.0,No,Rainy,5,Low Demand,No,Medium
INV001354,2025-02-28,Cloud Kitchen,Vegetables,120,93,27,2.0,9.5,93.0,No,Sunny,7,Expired,No,Medium
INV001355,2025-02-28,Cafeteria,Meat,57,57,0,4.0,2.9,57.0,No,Sunny,0,No Waste,No,Low
INV001356,2025-03-01,Cloud Kitchen,Prepared Food,104,101,3,1.0,22.2,101.0,No,Cloudy,1,Expired,No,Low
INV001357,2025-03-01,Cloud Kitchen,Meat,132,94,38,5.0,3.5,94.0,No,Sunny,5,Overproduction,No,Medium
INV001358,2025-03-01,Restaurant,Dairy,114,85,29,7.0,5.1,85.0,No,Hot,4,Overproduction,No,Medium
INV001359,2025-03-01,Restaurant,Meat,117,88,29,3.0,0.5,88.0,No,Cloudy,7,Overproduction,Yes,Medium
INV001360,2025-03-01,Cafeteria,Prepared Food,45,40,5,1.0,24.9,40.0,No,Rainy,2,Low Demand,No,Low
INV001361,2025-03-01,Cloud Kitchen,Vegetables,117,82,35,4.0,3.0,82.0,No,Sunny,7,Expired,No,Medium
INV001362,2025-03-01,Supermarket,Dairy,127,124,3,9.0,2.6,124.0,No,Cloudy,0,No Waste,No,Low
INV001363,2025-03-01,Supermarket,Fruits,178,119,59,8.0,5.3,119.0,No,Cloudy,8,Overproduction,No,Medium
INV001364,2025-03-01,Cloud Kitchen,Dairy,119,103,16,7.0,2.7,103.0,No,Sunny,1,Low Demand,No,Low
INV001365,2025-03-01,Supermarket,Vegetables,132,132,0,6.0,0.7,139.0,No,Cloudy,0,No Waste,No,Medium
INV001366,2025-03-01,Cloud Kitchen,Vegetables,101,97,4,2.0,13.6,97.0,No,Cloudy,1,Storage Issue,,Low
INV001367,2025-03-01,Cloud Kitchen,Fruits,110,110,0,6.0,6.5,119.0,No,Sunny,0,No Waste,No,Low
INV001368,2025-03-01,Cloud Kitchen,Dairy,89,89,0,9.0,2.5,114.0,No,Sunny,0,No Waste,No,Low
INV001369,2025-03-01,Cloud Kitchen,Prepared Food,105,105,0,1.0,17.7,124.0,No,Hot,0,No Waste,No,Low
INV001370,2025-03-01,Cafeteria,Meat,82,64,18,1.0,6.1,64.0,Yes,Cloudy,8,Expired,No,High
INV001371,2025-03-01,Supermarket,Meat,128,128,0,4.0,2.3,188.0,Yes,Sunny,0,No Waste,No,Low
INV001372,2025-03-01,Cloud Kitchen,Fruits,132,99,33,5.0,9.0,99.0,No,Sunny,5,Expired,No,Medium
INV001373,2025-03-01,Supermarket,Dairy,140,128,12,3.0,5.9,128.0,No,Rainy,3,Expired,No,Medium
INV001374,2025-03-01,Cafeteria,Meat,82,67,15,5.0,2.0,67.0,No,Sunny,1,Low Demand,No,Low
INV001375,2025-03-01,Restaurant,Vegetables,104,86,18,6.0,7.4,86.0,No,Sunny,2,Low Demand,No,Low
INV001376,2025-03-01,Supermarket,Bakery,142,142,0,2.0,20.4,151.0,No,Hot,0,No Waste,No,Low
INV001377,2025-03-01,Cloud Kitchen,Fruits,103,72,31,3.0,12.6,72.0,No,Rainy,8,Low Demand,No,Medium
INV001378,2025-03-01,Supermarket,Vegetables,171,159,12,9.0,4.8,159.0,No,Sunny,1,Low Demand,Yes,Low
INV001379,2025-03-02,Cafeteria,Vegetables,85,58,27,2.0,7.3,58.0,No,Rainy,8,Low Demand,No,High
INV001380,2025-03-02,Supermarket,Prepared Food,208,130,78,1.0,24.9,130.0,Yes,Rainy,36,Expired,No,High
INV001381,2025-03-02,Restaurant,Prepared Food,88,88,0,1.0,20.4,89.0,No,Hot,0,No Waste,No,Low
INV001382,2025-03-02,Cafeteria,Vegetables,63,63,0,4.0,6.3,73.0,No,Sunny,0,No Waste,No,Low
INV001383,2025-03-02,Supermarket,Meat,195,106,89,4.0,-1.1,106.0,No,Rainy,14,Overproduction,Yes,Medium
INV001384,2025-03-02,Supermarket,Meat,179,179,0,1.0,0.8,220.0,No,Sunny,0,No Waste,No,Low
INV001385,2025-03-02,Supermarket,Vegetables,155,155,0,1.0,4.7,197.0,No,Hot,0,No Waste,No,Low
INV001386,2025-03-02,Supermarket,Meat,158,158,0,4.0,0.9,217.0,Yes,Hot,0,No Waste,No,Low
INV001387,2025-03-02,Cloud Kitchen,Vegetables,116,102,14,5.0,10.2,102.0,No,Cloudy,3,Storage Issue,No,Medium
INV001388,2025-03-02,Supermarket,Prepared Food,169,169,0,2.0,21.8,245.0,Yes,Sunny,0,No Waste,No,Low
INV001389,2025-03-02,Cloud Kitchen,Meat,120,120,0,1.0,2.5,134.0,Yes,Hot,0,No Waste,No,Low
INV001390,2025-03-02,Restaurant,Bakery,74,74,0,3.0,22.7,113.0,No,Sunny,0,No Waste,No,Low
INV001391,2025-03-02,Restaurant,Dairy,74,73,1,7.0,1.4,73.0,No,Cloudy,0,No Waste,No,Low
INV001392,2025-03-02,Supermarket,Fruits,186,137,49,2.0,12.6,137.0,No,Hot,14,Storage Issue,Yes,Medium
INV001393,2025-03-02,Cloud Kitchen,Prepared Food,81,81,0,1.0,12.2,90.0,No,Cloudy,0,No Waste,,Low
INV001394,2025-03-02,Cafeteria,Meat,65,65,0,1.0,-1.2,68.0,No,Cloudy,0,No Waste,No,Low
INV001395,2025-03-02,Restaurant,Meat,88,88,0,3.0,4.4,112.0,No,Hot,0,No Waste,No,Low
INV001396,2025-03-02,Restaurant,Vegetables,97,95,2,8.0,8.9,95.0,No,Cloudy,0,No Waste,No,Low
INV001397,2025-03-02,Restaurant,Vegetables,69,53,16,7.0,0.7,53.0,No,Rainy,3,Low Demand,Yes,Low
INV001398,2025-03-02,Restaurant,Dairy,105,76,29,5.0,2.5,76.0,No,Hot,5,Overproduction,No,Medium
INV001399,2025-03-02,Restaurant,Prepared Food,100,48,52,2.0,23.2,48.0,No,Rainy,18,Overproduction,Yes,High
INV001400,2025-03-02,Cloud Kitchen,Fruits,113,71,42,6.0,11.0,,No,Rainy,8,Overproduction,Yes,Low
INV001401,2025-03-02,Supermarket,Meat,165,165,0,4.0,3.9,211.0,No,Sunny,0,No Waste,No,Low
INV001402,2025-03-03,Cloud Kitchen,Meat,117,109,8,3.0,1.0,109.0,No,Sunny,1,Expired,No,Low
INV001403,2025-03-03,Supermarket,Prepared Food,146,146,0,1.0,22.4,162.0,No,Sunny,0,No Waste,No,Low
INV001404,2025-03-03,Cloud Kitchen,Meat,94,92,2,3.0,4.4,92.0,No,Cloudy,0,No Waste,No,Low
INV001405,2025-03-03,Cafeteria,Meat,72,65,7,7.0,4.7,65.0,No,Cloudy,1,Low Demand,No,Low
INV001406,2025-03-03,Supermarket,Vegetables,178,178,0,6.0,1.3,179.0,No,Sunny,0,No Waste,No,Low
INV001407,2025-03-03,Cafeteria,Vegetables,62,46,16,5.0,6.0,46.0,No,Rainy,2,Low Demand,,High
INV001408,2025-03-03,Cloud Kitchen,Dairy,115,97,18,11.0,3.5,97.0,No,Sunny,1,Low Demand,No,Low
INV001409,2025-03-03,Supermarket,Prepared Food,149,136,13,1.0,17.1,136.0,No,Cloudy,4,Expired,No,Medium
INV001410,2025-03-03,Cafeteria,Vegetables,60,59,1,6.0,3.0,59.0,No,,0,No Waste,No,Low
INV001411,2025-03-03,Cafeteria,Fruits,54,54,0,5.0,7.3,59.0,No,Rainy,0,No Waste,No,Low
INV001412,2025-03-03,Restaurant,Prepared Food,84,84,0,2.0,13.2,97.0,No,Hot,0,No Waste,No,Low
INV001413,2025-03-03,Cafeteria,Fruits,99,58,41,5.0,8.1,58.0,Yes,Cloudy,13,Overproduction,Yes,High
INV001414,2025-03-03,Cafeteria,Vegetables,64,49,15,7.0,4.7,49.0,No,Rainy,3,Low Demand,Yes,Medium
INV001415,2025-03-03,Restaurant,Bakery,90,74,16,,26.4,74.0,No,Cloudy,7,Expired,No,Medium
INV001416,2025-03-03,Supermarket,Prepared Food,182,107,75,1.0,28.3,107.0,No,Rainy,43,Storage Issue,Yes,High
INV001417,2025-03-03,Supermarket,Meat,192,123,69,1.0,-0.9,123.0,No,Rainy,31,Expired,No,High
INV001418,2025-03-03,Cafeteria,Bakery,58,58,0,3.0,18.9,90.0,Yes,Cloudy,0,No Waste,No,Low
INV001419,2025-03-03,Supermarket,Prepared Food,168,131,37,2.0,19.7,131.0,No,Cloudy,9,Expired,No,Medium
INV001420,2025-03-03,Cafeteria,Bakery,49,42,7,3.0,19.4,42.0,No,Rainy,1,Low Demand,No,Low
INV001421,2025-03-03,Cloud Kitchen,Vegetables,96,66,30,5.0,3.1,66.0,No,Rainy,7,Overproduction,Yes,Medium
INV001422,2025-03-03,Supermarket,Prepared Food,150,127,23,1.0,18.9,127.0,No,Rainy,6,Expired,No,Medium
INV001423,2025-03-03,Supermarket,Meat,192,158,34,5.0,2.2,158.0,No,Hot,6,Expired,No,Medium
INV001424,2025-03-03,Cafeteria,Prepared Food,88,56,32,2.0,25.8,56.0,Yes,Rainy,12,Overproduction,Yes,High
INV001425,2025-03-04,Supermarket,Fruits,153,110,43,4.0,10.1,110.0,No,Rainy,13,Overproduction,Yes,Medium
INV001426,2025-03-04,Supermarket,Vegetables,145,145,0,7.0,1.1,166.0,No,Sunny,0,No Waste,No,Low
INV001427,2025-03-04,Cloud Kitchen,Fruits,151,93,58,3.0,8.0,93.0,No,Sunny,12,Overproduction,No,Medium
INV001428,2025-03-04,Restaurant,Bakery,95,55,40,6.0,25.1,55.0,No,Rainy,11,Overproduction,No,High
INV001429,2025-03-04,Restaurant,Prepared Food,85,81,4,2.0,5.0,81.0,No,Sunny,1,Expired,No,Low
